,temp,hour_rain,total_rain,date,humidity,wind_direction,wind,wind_gust,pressure,solar,dewpoint,station
0,11.5,0.0,0.0,2019-05-31 22:04:51,10.0,223.0,0.0,0.0,1008.4,0.0,-19.1,IDRSING3
1,11.1,0.0,0.0,2019-05-31 22:09:39,10.0,223.0,0.0,0.0,1008.0,0.0,-19.4,IDRSING3
2,10.8,0.0,0.0,2019-05-31 22:14:43,10.0,223.0,0.0,0.0,1008.4,0.0,-19.6,IDRSING3
3,10.7,0.0,0.0,2019-05-31 22:19:47,10.0,223.0,0.0,0.0,1008.0,0.0,-19.7,IDRSING3
4,11.1,0.0,0.0,2019-05-31 22:24:51,10.0,223.0,0.0,0.0,1008.0,0.0,-19.4,IDRSING3
5,11.3,0.0,0.0,2019-05-31 22:29:55,10.0,223.0,0.0,0.0,1008.0,0.0,-19.2,IDRSING3
6,11.1,0.0,0.0,2019-05-31 22:34:43,10.0,223.0,0.0,0.0,1008.0,0.0,-19.4,IDRSING3
7,11.2,0.0,0.0,2019-05-31 22:39:47,10.0,223.0,0.0,0.0,1008.0,0.0,-19.3,IDRSING3
8,11.5,0.0,0.0,2019-05-31 22:44:51,10.0,224.0,0.0,0.0,1008.0,0.0,-19.1,IDRSING3
9,11.7,0.0,0.0,2019-05-31 22:49:55,10.0,225.0,0.0,0.0,1008.0,0.0,-18.9,IDRSING3
10,11.8,0.0,0.0,2019-05-31 22:54:43,10.0,225.0,0.0,0.0,1008.0,0.0,-18.9,IDRSING3
11,11.9,0.0,0.0,2019-05-31 22:59:47,10.0,233.0,0.0,0.0,1008.0,0.0,-18.8,IDRSING3
12,12.3,0.0,0.0,2019-05-31 23:04:51,10.0,225.0,0.0,0.0,1008.0,0.0,-18.5,IDRSING3
13,12.4,0.0,0.0,2019-05-31 23:09:55,10.0,224.0,0.0,0.0,1008.0,0.0,-18.4,IDRSING3
14,12.3,0.0,0.0,2019-05-31 23:14:43,10.0,225.0,0.0,0.0,1008.0,0.0,-18.5,IDRSING3
15,12.1,0.0,0.0,2019-05-31 23:19:47,10.0,225.0,0.0,0.0,1008.0,0.0,-18.6,IDRSING3
16,11.8,0.0,0.0,2019-05-31 23:24:51,10.0,225.0,0.0,0.0,1008.0,0.0,-18.9,IDRSING3
17,11.6,0.0,0.0,2019-05-31 23:29:55,10.0,225.0,0.0,0.0,1007.7,0.0,-19.0,IDRSING3
18,11.5,0.0,0.0,2019-05-31 23:34:43,10.0,225.0,0.0,0.0,1007.7,0.0,-19.1,IDRSING3
19,11.1,0.0,0.0,2019-05-31 23:39:47,10.0,224.0,0.0,0.0,1007.7,0.0,-19.4,IDRSING3
20,11.1,0.0,0.0,2019-05-31 23:44:51,10.0,225.0,0.0,0.0,1007.7,0.0,-19.4,IDRSING3
21,11.3,0.0,0.0,2019-05-31 23:49:55,10.0,225.0,0.0,0.0,1007.7,0.0,-19.2,IDRSING3
22,11.7,0.0,0.0,2019-05-31 23:54:43,10.0,225.0,0.0,0.0,1007.7,0.0,-18.9,IDRSING3
23,11.9,0.0,0.0,2019-05-31 23:59:47,10.0,225.0,0.0,0.0,1007.7,0.0,-18.8,IDRSING3
24,11.5,0.0,0.0,2019-06-01 00:04:51,10.0,224.0,0.0,0.0,1007.7,0.0,-19.1,IDRSING3
25,11.3,0.0,0.0,2019-06-01 00:09:39,10.0,224.0,0.0,0.0,1007.7,0.0,-19.2,IDRSING3
26,11.1,0.0,0.0,2019-06-01 00:14:43,10.0,224.0,0.0,0.0,1007.7,0.0,-19.4,IDRSING3
27,10.9,0.0,0.0,2019-06-01 00:19:47,10.0,224.0,0.0,0.0,1007.7,0.0,-19.6,IDRSING3
28,10.5,0.0,0.0,2019-06-01 00:24:51,10.0,224.0,0.0,0.0,1007.7,0.0,-19.9,IDRSING3
29,10.3,0.0,0.0,2019-06-01 00:29:55,10.0,224.0,0.0,0.0,1007.7,0.0,-20.0,IDRSING3
30,10.2,0.0,0.0,2019-06-01 00:34:43,10.0,224.0,0.0,0.0,1007.7,0.0,-20.1,IDRSING3
31,9.9,0.0,0.0,2019-06-01 00:39:47,10.0,224.0,0.0,0.0,1007.7,0.0,-20.3,IDRSING3
32,9.6,0.0,0.0,2019-06-01 00:44:51,10.0,224.0,0.0,0.0,1008.0,0.0,-20.6,IDRSING3
33,9.3,0.0,0.0,2019-06-01 00:49:55,10.0,224.0,0.0,0.0,1007.7,0.0,-20.8,IDRSING3
34,9.1,0.0,0.0,2019-06-01 00:54:43,10.0,224.0,0.0,0.0,1008.0,0.0,-20.9,IDRSING3
35,9.2,0.0,0.0,2019-06-01 00:59:47,10.0,224.0,0.0,0.0,1008.0,0.0,-20.9,IDRSING3
36,9.4,0.0,0.0,2019-06-01 01:04:51,10.0,225.0,0.0,0.0,1007.7,0.0,-20.7,IDRSING3
37,9.6,0.0,0.0,2019-06-01 01:09:55,10.0,225.0,0.0,0.0,1007.7,0.0,-20.6,IDRSING3
38,9.5,0.0,0.0,2019-06-01 01:14:43,11.0,225.0,0.0,0.0,1007.7,0.0,-19.5,IDRSING3
39,9.2,0.0,0.0,2019-06-01 01:19:47,11.0,225.0,0.0,0.0,1007.7,0.0,-19.8,IDRSING3
40,9.1,0.0,0.0,2019-06-01 01:24:51,11.0,225.0,0.0,0.0,1008.0,0.0,-19.8,IDRSING3
41,8.9,0.0,0.0,2019-06-01 01:29:39,12.0,225.0,0.0,0.0,1007.7,0.0,-19.0,IDRSING3
42,8.8,0.0,0.0,2019-06-01 01:34:43,12.0,225.0,0.0,0.0,1007.7,0.0,-19.1,IDRSING3
43,9.0,0.0,0.0,2019-06-01 01:39:47,13.0,225.0,0.0,0.0,1008.0,0.0,-18.0,IDRSING3
44,8.8,0.0,0.0,2019-06-01 01:44:51,13.0,225.0,0.0,0.0,1007.7,0.0,-18.1,IDRSING3
