,temp,hour_rain,total_rain,date,humidity,wind_direction,wind,wind_gust,pressure,solar,dewpoint,station
0,11.8,0.0,0.0,2019-03-31 22:04:47,83.0,220.0,9.7,13.0,1019.5,0.0,9.0,IDRSING3
1,11.6,0.0,0.0,2019-03-31 22:09:51,83.0,156.0,3.2,5.5,1019.5,0.0,8.8,IDRSING3
2,11.5,0.0,0.0,2019-03-31 22:14:39,83.0,28.0,9.0,13.0,1019.9,0.0,8.7,IDRSING3
3,11.5,0.0,0.0,2019-03-31 22:19:43,83.0,8.0,7.9,11.1,1019.9,0.0,8.7,IDRSING3
4,11.5,0.0,0.0,2019-03-31 22:24:47,82.0,300.0,4.7,7.2,1019.9,0.0,8.5,IDRSING3
5,11.4,0.0,0.0,2019-03-31 22:29:51,81.0,49.0,4.3,5.5,1019.9,0.0,8.2,IDRSING3
6,11.3,0.0,0.0,2019-03-31 22:34:39,79.0,264.0,4.7,5.5,1019.9,0.0,7.8,IDRSING3
7,11.3,0.0,0.0,2019-03-31 22:39:43,79.0,32.0,9.3,11.1,1019.9,0.0,7.8,IDRSING3
8,11.2,0.0,0.0,2019-03-31 22:44:47,78.0,43.0,9.3,13.0,1019.9,0.0,7.5,IDRSING3
9,11.1,0.0,0.0,2019-03-31 22:49:51,76.0,38.0,7.2,11.1,1019.9,0.0,7.0,IDRSING3
10,11.1,0.0,0.0,2019-03-31 22:54:39,75.0,93.0,7.2,9.3,1019.9,0.0,6.8,IDRSING3
11,10.9,0.0,0.0,2019-03-31 22:59:43,71.0,10.0,4.7,7.2,1019.9,0.0,5.8,IDRSING3
12,10.8,0.0,0.0,2019-03-31 23:04:47,72.0,330.0,7.9,14.8,1019.9,0.0,5.9,IDRSING3
13,10.9,0.0,0.0,2019-03-31 23:09:51,73.0,338.0,6.1,13.0,1019.9,0.0,6.3,IDRSING3
14,10.8,0.0,0.0,2019-03-31 23:14:39,68.0,53.0,5.5,7.2,1019.9,0.0,5.1,IDRSING3
15,10.7,0.0,0.0,2019-03-31 23:19:43,69.0,325.0,15.1,21.9,1019.9,0.0,5.3,IDRSING3
16,10.7,0.0,0.0,2019-03-31 23:24:47,65.0,324.0,3.2,5.5,1019.9,0.0,4.4,IDRSING3
17,10.5,0.0,0.0,2019-03-31 23:29:51,64.0,355.0,6.1,7.2,1020.2,0.0,4.0,IDRSING3
18,10.5,0.0,0.0,2019-03-31 23:34:39,65.0,196.0,4.7,13.0,1019.9,0.0,4.2,IDRSING3
19,10.5,0.0,0.0,2019-03-31 23:39:43,65.0,51.0,6.4,9.3,1020.2,0.0,4.2,IDRSING3
20,10.4,0.0,0.0,2019-03-31 23:44:47,64.0,359.0,4.7,7.2,1020.2,0.0,3.9,IDRSING3
21,10.3,0.0,0.0,2019-03-31 23:49:50,63.0,124.0,3.2,3.5,1020.2,0.0,3.6,IDRSING3
22,10.3,0.0,0.0,2019-03-31 23:54:38,64.0,76.0,6.1,7.2,1020.2,0.0,3.8,IDRSING3
23,10.2,0.0,0.0,2019-03-31 23:59:42,63.0,75.0,5.5,9.3,1019.9,0.0,3.5,IDRSING3
24,10.0,0.0,0.0,2019-04-01 00:04:46,62.0,20.0,5.5,11.1,1020.2,0.0,3.1,IDRSING3
25,9.9,0.0,0.0,2019-04-01 00:09:50,60.0,45.0,5.8,7.2,1020.2,0.0,2.5,IDRSING3
26,9.8,0.0,0.0,2019-04-01 00:14:38,59.0,27.0,4.3,5.5,1020.2,0.0,2.2,IDRSING3
27,9.7,0.0,0.0,2019-04-01 00:19:42,62.0,111.0,8.7,13.0,1020.2,0.0,2.8,IDRSING3
28,9.8,0.0,0.0,2019-04-01 00:24:46,61.0,54.0,4.7,7.2,1020.5,0.0,2.6,IDRSING3
29,9.7,0.0,0.0,2019-04-01 00:29:50,60.0,66.0,5.5,7.2,1020.2,0.0,2.3,IDRSING3
30,9.6,0.0,0.0,2019-04-01 00:34:38,58.0,176.0,2.9,3.5,1020.2,0.0,1.7,IDRSING3
31,9.5,0.0,0.0,2019-04-01 00:39:42,58.0,44.0,7.2,11.1,1020.2,0.0,1.6,IDRSING3
32,9.5,0.0,0.0,2019-04-01 00:44:46,61.0,1.0,8.7,14.8,1020.2,0.0,2.4,IDRSING3
33,9.4,0.0,0.0,2019-04-01 00:49:50,57.0,202.0,3.5,5.5,1020.2,0.0,1.3,IDRSING3
34,9.3,0.0,0.0,2019-04-01 00:54:38,59.0,345.0,6.4,9.3,1020.5,0.0,1.7,IDRSING3
35,9.3,0.0,0.0,2019-04-01 00:59:42,58.0,189.0,4.0,7.2,1020.2,0.0,1.5,IDRSING3
36,9.1,0.0,0.0,2019-04-01 01:04:46,57.0,356.0,7.9,14.8,1020.2,0.0,1.0,IDRSING3
37,9.1,0.0,0.0,2019-04-01 01:09:50,58.0,50.0,10.5,13.0,1020.2,0.0,1.3,IDRSING3
38,9.0,0.0,0.0,2019-04-01 01:14:38,55.0,169.0,2.9,3.5,1020.2,0.0,0.5,IDRSING3
39,8.9,0.0,0.0,2019-04-01 01:19:42,62.0,53.0,8.7,13.0,1020.2,0.0,2.0,IDRSING3
40,8.9,0.0,0.0,2019-04-01 01:24:46,57.0,37.0,5.8,9.3,1020.2,0.0,0.8,IDRSING3
