,temp,hour_rain,total_rain,date,humidity,wind_direction,wind,wind_gust,pressure,solar,dewpoint,station
0,18.5,0.0,0.0,2019-08-31 22:00:02,38.0,196.0,0.0,0.0,1006.0,0.0,3.9,IDRSING3
1,18.3,0.0,0.0,2019-08-31 22:05:06,38.0,196.0,0.0,0.0,1006.0,0.0,3.8,IDRSING3
2,18.3,0.0,0.0,2019-08-31 22:10:10,38.0,196.0,0.0,0.0,1005.6,0.0,3.8,IDRSING3
3,18.2,0.0,0.0,2019-08-31 22:15:14,38.0,196.0,0.0,0.0,1005.6,0.0,3.7,IDRSING3
4,18.0,0.0,0.0,2019-08-31 22:20:02,38.0,196.0,0.0,0.0,1006.0,0.0,3.5,IDRSING3
5,17.8,0.0,0.0,2019-08-31 22:25:06,38.0,196.0,0.0,0.0,1006.0,0.0,3.3,IDRSING3
6,17.7,0.0,0.0,2019-08-31 22:30:10,39.0,196.0,0.0,0.0,1005.6,0.0,3.6,IDRSING3
7,17.6,0.0,0.0,2019-08-31 22:35:14,39.0,196.0,0.0,0.0,1005.6,0.0,3.5,IDRSING3
8,17.6,0.0,0.0,2019-08-31 22:40:02,40.0,196.0,0.0,0.0,1005.6,0.0,3.9,IDRSING3
9,17.6,0.0,0.0,2019-08-31 22:45:06,40.0,196.0,0.0,0.0,1005.6,0.0,3.9,IDRSING3
10,17.7,0.0,0.0,2019-08-31 22:50:10,40.0,196.0,0.0,0.0,1005.6,0.0,3.9,IDRSING3
11,17.8,0.0,0.0,2019-08-31 22:55:14,40.0,196.0,0.0,0.0,1005.6,0.0,4.0,IDRSING3
12,17.7,0.0,0.0,2019-08-31 23:00:02,40.0,196.0,0.0,0.0,1005.3,0.0,3.9,IDRSING3
13,17.7,0.0,0.0,2019-08-31 23:05:06,40.0,196.0,0.0,0.0,1005.6,0.0,3.9,IDRSING3
14,17.5,0.0,0.0,2019-08-31 23:10:10,40.0,196.0,0.0,0.0,1005.3,0.0,3.8,IDRSING3
15,17.4,0.0,0.0,2019-08-31 23:15:14,39.0,196.0,0.0,0.0,1005.6,0.0,3.3,IDRSING3
16,17.4,0.0,0.0,2019-08-31 23:20:02,39.0,196.0,0.0,0.0,1005.3,0.0,3.3,IDRSING3
17,17.3,0.0,0.0,2019-08-31 23:25:06,39.0,196.0,0.0,0.0,1005.3,0.0,3.2,IDRSING3
18,17.2,0.0,0.0,2019-08-31 23:30:10,39.0,196.0,0.0,0.0,1005.0,0.0,3.1,IDRSING3
19,17.2,0.0,0.0,2019-08-31 23:35:14,40.0,196.0,0.0,0.0,1005.3,0.0,3.5,IDRSING3
