,MinT,MaxT,MeanT,TotR,TotS
2022-04-20,-1.5600,14.2200,6.1418,0.2500,4.5988
2022-04-21,0.1100,18.2800,9.5904,0.0000,5.1320
2022-04-22,1.2800,12.6100,8.0066,7.6200,1.1529
2022-04-23,7.6100,15.6700,11.0052,0.7600,2.8774
2022-04-24,8.1700,21.3900,13.2909,4.8300,3.1744
2022-04-25,7.2800,15.7800,10.8316,1.5200,4.1119
2022-04-26,1.8900,17.8900,10.7198,0.0000,4.5341
2022-04-27,8.1100,15.4400,11.7742,0.0000,3.3920
2022-04-28,4.4400,19.1700,12.2052,0.0000,5.1114
2022-04-29,2.2200,20.0600,11.6487,0.0000,5.7256
2022-04-30,2.6100,21.6700,12.4288,0.0000,5.2322
2022-05-01,4.0000,20.0600,12.5728,0.0000,3.6497
2022-05-02,4.2200,24.2800,14.7175,0.0000,4.3072
2022-05-03,4.6100,24.7200,,0.0000,5.2885
2022-05-04,8.7200,22.4400,,8.6400,3.7329
2022-05-05,10.2200,23.7200,16.5549,0.7600,6.0986
2022-05-06,11.7200,20.3300,15.3172,1.0200,2.3503
2022-05-07,12.2200,19.5000,14.9897,17.0200,2.8403
2022-05-08,11.9400,20.5600,15.3985,0.5100,1.8190
2022-05-09,11.2800,24.8300,17.4057,0.0000,5.5193
2022-05-10,7.6100,24.4400,16.7209,0.0000,5.9701
2022-05-11,8.1100,28.6700,19.2829,0.0000,6.0142
2022-05-12,12.4400,28.6700,21.9158,0.0000,6.0586
2022-05-13,15.2800,24.2200,19.0372,11.6800,4.7425
2022-05-14,10.2800,23.7800,17.2656,0.0000,6.2793
2022-05-15,7.6100,27.7800,17.7191,0.0000,6.2519
2022-05-16,10.0000,29.3300,19.5089,0.0000,6.3261
2022-05-17,12.2200,20.2200,17.0306,27.4300,2.0875
2022-05-18,7.5000,22.5600,15.1647,0.0000,6.4156
2022-05-19,4.2200,25.1700,15.9592,0.0000,6.4851
2022-05-20,9.1100,30.2200,20.2202,0.0000,6.1290
2022-05-21,14.0000,24.9400,20.4100,12.4500,6.2244
2022-05-22,9.6700,24.3900,16.7413,0.0000,6.9911
2022-05-23,7.8300,23.7800,16.9038,0.0000,5.6130
2022-05-24,14.3900,23.0000,18.6276,0.7600,5.4452
2022-05-25,10.6100,19.9400,15.9782,1.2700,2.3924
2022-05-26,8.7800,20.7800,,0.2500,0.0495
2022-05-27,10.4400,25.7800,18.4743,1.2700,7.3139
2022-05-28,6.0000,19.8900,14.7312,0.0000,6.8241
2022-05-29,2.9400,20.2200,12.4191,0.0000,4.1935
2022-05-30,9.7200,23.6100,15.3719,0.0000,7.5048
2022-05-31,5.2200,25.1700,17.2633,0.0000,7.4923
2022-06-01,12.2800,26.6700,19.4674,6.6000,7.2903
2022-06-02,14.5600,26.5000,,5.3300,0.1966
2022-06-03,12.0000,28.9400,21.4075,0.0000,7.1569
2022-06-04,17.2200,30.1700,23.1629,2.2900,6.9788
2022-06-05,15.6100,30.2200,23.1373,0.0000,7.3316
2022-06-06,15.6100,26.5600,20.1109,18.8000,5.3433
2022-06-07,13.2200,27.1700,19.1380,4.3200,5.0545
2022-06-08,15.8900,24.3300,19.2973,4.5700,5.0254
2022-06-09,15.7200,21.7800,18.1161,9.6500,3.0458
2022-06-10,15.3900,23.4400,18.1522,9.9100,4.0358
2022-06-11,13.2800,27.7200,20.3899,0.0000,7.5152
2022-06-12,11.2800,31.0000,21.2990,0.0000,7.4232
2022-06-13,12.0000,26.1100,18.2211,0.0000,5.5925
2022-06-14,10.6100,24.3900,17.3149,0.0000,7.0711
2022-06-15,6.7800,29.1700,18.7849,0.0000,7.3969
2022-06-16,10.0000,30.1700,20.0447,2.0300,6.3923
2022-06-17,11.7200,27.0000,18.8520,0.0000,7.5195
2022-06-18,9.1700,30.8900,20.5662,0.0000,7.0583
2022-06-19,11.5600,30.4400,23.1311,0.0000,7.4601
2022-06-20,14.3300,30.8300,23.9225,2.5400,6.2754
2022-06-21,11.6700,25.7200,18.7995,0.0000,7.6310
2022-06-22,9.0000,30.0000,19.9553,0.0000,6.9838
2022-06-23,13.5600,31.2800,23.1662,0.0000,7.3195
2022-06-24,10.1100,30.3900,22.6953,0.0000,7.5271
2022-06-25,15.8900,24.6700,19.4532,31.7500,4.3539
2022-06-26,13.4400,32.7200,22.8736,0.0000,8.1968
2022-06-27,14.8900,33.8900,25.7288,0.0000,7.4103
2022-06-28,21.8900,33.1700,26.4041,0.0000,7.0008
2022-06-29,19.2800,35.7200,27.7323,0.0000,7.0529
2022-06-30,17.7200,37.6100,26.8876,0.0000,7.2698
2022-07-01,16.3900,34.5000,25.2049,8.8900,6.9409
2022-07-02,14.7800,27.3900,20.4983,0.2500,7.9045
2022-07-03,10.7800,31.0000,21.6662,0.0000,7.2836
2022-07-04,13.0600,32.8300,23.7795,0.0000,5.8534
2022-07-05,15.5000,21.7800,19.5223,3.5600,2.1356
2022-07-06,11.1100,27.3300,20.0260,0.0000,6.5709
2022-07-07,11.0600,25.1700,18.6396,0.0000,5.2522
2022-07-08,15.7800,23.1700,,0.0000,7.4787
2022-07-09,11.5000,26.2800,19.2278,0.0000,7.5693
2022-07-10,11.7200,21.8900,17.0392,0.2500,5.7182
2022-07-11,11.2200,23.9400,16.9279,0.5100,3.8339
2022-07-12,6.1100,25.9400,16.9553,0.0000,5.4478
2022-07-13,8.7200,31.6100,22.1509,0.0000,7.1666
2022-07-14,15.0000,35.2800,25.8671,0.0000,7.2996
2022-07-15,12.8300,26.1100,20.6984,2.5400,6.9372
2022-07-16,9.7800,27.9400,19.9361,0.0000,7.4348
2022-07-17,9.2200,28.8900,19.8616,0.0000,7.2592
2022-07-18,6.8900,31.6700,19.9775,0.0000,6.9783
2022-07-19,10.0000,34.7200,23.0179,0.0000,6.9523
2022-07-20,11.8300,37.1700,25.1806,0.0000,6.6428
2022-07-21,13.2200,37.1700,26.9992,0.0000,6.5218
2022-07-22,18.9400,36.4400,28.1829,0.0000,6.5664
2022-07-23,17.9400,35.6700,27.5380,0.0000,5.8317
2022-07-24,16.2200,31.6100,24.9925,0.0000,6.6416
2022-07-25,11.7200,36.3900,25.4001,0.0000,6.7314
2022-07-26,15.8300,25.1700,21.2840,3.8100,2.4402
2022-07-27,14.6700,28.4400,21.1681,0.0000,5.1225
2022-07-28,14.5600,32.1700,22.8781,0.0000,6.2778
2022-07-29,14.0600,31.6700,23.4379,0.0000,5.2732
2022-07-30,17.0000,22.9400,19.7302,27.6900,1.8459
2022-07-31,17.0000,27.8900,21.7648,0.0000,6.5061
2022-08-01,14.1100,30.6100,21.8306,0.0000,4.2677
2022-08-02,16.5000,31.2800,23.3905,0.0000,6.7183
2022-08-03,13.0000,33.7200,23.6652,0.0000,6.5163
2022-08-04,13.0600,36.3300,24.6577,0.0000,6.4522
2022-08-05,14.0000,39.0000,26.6575,0.0000,6.3696
2022-08-06,17.2200,25.2200,21.1132,7.1100,3.1697
2022-08-07,16.6100,27.2200,20.5830,0.2500,4.0682
2022-08-08,13.7800,25.0000,18.9063,1.2700,2.7660
2022-08-09,10.8900,29.7200,21.2404,0.0000,6.2713
2022-08-10,14.3900,30.4400,21.8819,0.0000,6.3234
2022-08-11,13.2800,29.8300,21.1539,0.0000,5.7102
2022-08-12,12.7800,30.7200,21.7738,0.0000,6.1125
2022-08-13,15.5600,29.0000,22.2478,0.0000,5.0045
2022-08-14,17.4400,30.5000,23.3280,0.0000,5.2134
2022-08-15,14.1100,34.6100,23.8030,0.0000,4.7612
2022-08-16,15.2800,33.6700,24.6903,0.0000,5.7744
2022-08-17,15.2200,37.1700,25.5771,0.0000,5.8353
2022-08-18,15.8900,37.7800,26.6849,0.0000,5.4028
2022-08-19,16.8300,33.3300,23.7121,3.0500,3.1908
2022-08-20,17.5000,26.3300,20.8112,17.2700,3.1250
2022-08-21,15.3900,21.3300,18.1749,8.3800,1.8955
2022-08-22,15.0000,16.3900,15.6844,41.9100,0.8131
2022-08-23,15.7800,22.0600,18.0388,9.4000,2.0422
2022-08-24,17.2800,27.0000,21.6585,0.0000,5.0853
2022-08-25,18.7800,31.8300,24.2275,0.0000,5.5382
2022-08-26,16.2800,35.4400,24.4198,0.0000,4.9327
2022-08-27,18.1700,30.9400,23.2908,9.9100,4.7721
2022-08-28,18.2200,25.5000,21.3981,0.0000,3.3323
2022-08-29,16.6700,27.8300,21.8317,0.0000,5.3908
2022-08-30,14.3900,28.3900,20.7241,0.0000,5.2698
2022-08-31,14.0600,25.1700,19.2454,0.5100,3.3678
2022-09-01,13.7800,25.1700,18.7406,0.0000,4.9082
2022-09-02,10.2200,25.6100,16.4872,0.0000,4.3597
2022-09-03,6.5000,26.8900,17.2830,0.0000,4.6527
2022-09-04,14.1700,25.1100,17.9129,10.1600,2.1242
2022-09-05,12.0000,28.0000,18.5599,0.2500,4.5459
2022-09-06,13.7800,26.5000,19.4444,0.0000,3.5260
2022-09-07,11.7800,30.3300,19.5869,0.0000,3.9713
2022-09-08,13.2200,29.0600,19.6151,2.5400,3.0952
2022-09-09,10.2200,25.6700,17.7832,0.2500,2.9773
2022-09-10,14.5000,22.3300,17.3891,2.5400,2.8613
2022-09-11,13.7800,22.7200,16.7973,0.7600,3.2640
2022-09-12,9.4400,23.6700,16.2939,0.0000,3.6075
2022-09-13,5.8900,26.0600,15.4265,0.0000,3.3575
2022-09-14,11.6700,26.4400,17.5234,11.4300,1.9500
2022-09-15,14.3300,23.0000,18.9818,1.7800,1.6864
2022-09-16,10.1100,19.6100,15.2070,0.2500,1.7968
2022-09-17,7.8300,13.8300,11.6069,0.0000,1.2758
2022-09-18,8.2800,16.8300,11.5476,2.2900,3.0398
2022-09-19,8.1100,14.4400,10.6871,9.9100,2.6366
2022-09-20,8.5000,16.1100,10.6688,1.2700,1.8036
2022-09-21,6.4400,16.2800,10.3014,0.0000,3.0459
2022-09-22,4.5000,17.9400,,3.0500,1.1062
2022-09-23,0.7800,19.8900,9.0700,0.2500,2.7713
2022-09-24,2.6100,20.4400,10.7024,0.0000,2.4928
2022-09-25,10.2800,17.1100,13.3187,0.0000,1.4442
2022-09-26,10.4400,20.8300,14.1607,2.0300,1.9137
2022-09-27,6.7200,14.9400,11.0353,11.9400,1.1509
2022-09-28,5.5600,17.3300,12.3060,0.0000,2.1092
2022-09-29,9.5000,18.2800,12.3251,0.0000,2.4086
2022-09-30,9.9400,15.8900,11.9459,4.3200,1.3538
2022-10-01,11.2200,18.0600,13.6516,0.0000,1.4933
2022-10-02,9.6700,17.4400,13.6147,0.0000,1.8576
2022-10-03,10.8900,16.5000,13.1708,0.0000,2.4571
2022-10-04,5.1100,18.6100,12.5601,0.0000,1.7518
2022-10-05,,,,-0.1000,-0.1000
2022-10-06,5.7200,24.2800,14.2604,0.0000,2.2423
2022-10-07,7.6100,22.7200,14.8729,0.0000,2.1620
2022-10-08,7.7200,18.8900,13.2349,0.0000,1.1276
2022-10-09,2.8300,18.6100,12.2003,0.0000,2.1452
2022-10-10,1.8300,19.8900,10.8164,0.0000,2.1100
2022-10-11,9.0000,22.0000,13.7713,0.0000,1.9419
2022-10-12,8.3900,19.1100,12.8531,0.0000,1.8347
2022-10-13,7.9400,16.1100,11.8402,0.0000,1.3189
2022-10-14,6.7200,14.7200,10.6393,3.3000,0.8157
2022-10-15,6.1100,16.3900,12.5616,0.5100,1.0642
2022-10-16,7.2800,22.1700,14.3438,0.0000,1.6883
2022-10-17,6.3900,23.7200,15.7172,0.0000,1.8473
2022-10-18,7.2800,23.3900,15.1950,5.0800,1.6655
2022-10-19,4.3900,17.4400,12.6180,0.0000,1.8449
2022-10-20,2.7200,5.5600,,0.0000,0.0426
2022-10-21,6.5600,11.0000,,0.0000,0.0358
2022-10-22,4.3900,11.1100,8.1160,2.5400,0.6086
2022-10-23,4.7200,17.7200,8.9191,0.2500,1.5006
2022-10-24,6.8900,20.8300,13.5843,5.3300,1.1338
2022-10-25,7.2800,20.2200,13.3945,0.0000,1.5611
2022-10-26,4.7800,14.3900,9.7669,0.2500,0.9368
2022-10-27,8.3900,17.4400,11.3785,0.2500,1.2830
2022-10-28,9.3300,14.0000,11.8017,0.2500,0.5269
2022-10-29,11.9400,14.7200,12.9054,0.2500,0.5504
2022-10-30,10.7800,12.7200,,0.2500,0.4152
2022-10-31,10.3900,11.5600,10.8665,0.2500,0.3174
2022-11-01,9.3900,13.6100,11.4763,0.0000,0.5460
2022-11-02,5.7800,18.8300,11.7008,0.0000,1.3803
2022-11-03,1.7800,16.8300,9.4293,0.0000,1.3269
2022-11-04,7.0000,12.0000,10.0701,7.8700,0.2557
2022-11-05,6.6100,12.0000,9.3117,0.0000,0.8504
2022-11-06,2.2800,14.8900,6.5638,0.0000,1.3676
2022-11-07,1.6700,15.7800,7.6474,0.7600,1.2536
2022-11-08,0.8900,12.3900,5.7366,0.2500,1.0898
2022-11-09,8.0000,10.8900,9.6322,0.0000,0.2922
2022-11-10,2.1100,13.6100,8.4368,0.0000,0.7314
2022-11-11,0.2200,15.1700,5.6998,0.0000,1.1659
2022-11-12,1.7200,11.6100,4.6578,0.5100,1.1735
2022-11-13,1.0000,12.7800,4.9778,0.0000,1.1804
2022-11-14,0.1100,14.3900,6.6397,0.2500,1.0973
2022-11-15,1.6700,10.7800,6.4182,0.0000,0.7726
2022-11-16,6.2800,8.7200,7.5956,1.5200,0.2194
2022-11-17,4.2800,7.8900,5.9623,0.2500,0.7834
2022-11-18,0.1100,5.0000,3.3869,1.2700,0.2053
2022-11-19,-1.7200,1.0600,-0.1391,0.0000,0.6298
2022-11-20,-1.1100,2.7800,0.8133,0.2500,0.4140
2022-11-21,-2.9400,9.0600,2.2622,0.2500,0.9705
2022-11-22,-3.6100,6.5600,3.0373,0.0000,0.5043
2022-11-23,3.0000,7.2200,4.5595,0.5100,0.5323
2022-11-24,2.7200,6.5600,4.5305,0.2500,0.5866
2022-11-25,-1.2200,12.7200,4.3643,0.2500,0.8324
2022-11-26,-1.3900,9.3900,5.1053,1.0200,0.5622
2022-11-27,-2.3300,10.1700,4.3575,0.0000,0.9645
2022-11-28,-2.5600,6.7200,3.8891,0.2500,0.6244
2022-11-29,-3.2800,6.4400,2.2037,0.0000,0.8395
2022-11-30,-3.0000,6.0000,1.9121,0.0000,0.5007
2022-12-01,-0.7800,4.8900,1.2893,0.0000,0.8227
2022-12-02,-1.7800,2.3300,0.0084,3.3000,0.3494
2022-12-03,1.2800,5.7200,3.4350,1.2700,0.2896
2022-12-04,3.8900,6.0000,5.4583,0.0000,0.6850
2022-12-05,3.7800,6.0600,5.0246,2.2900,0.1686
2022-12-06,1.7800,4.5000,3.2616,4.0600,0.3908
2022-12-07,2.5000,6.2200,3.8216,0.0000,0.6587
2022-12-08,1.2800,4.7200,2.8927,0.2500,0.2080
2022-12-09,2.2200,4.1100,3.1284,11.6800,0.1265
2022-12-10,1.1700,3.3300,2.1891,0.0000,0.2889
2022-12-11,-1.6100,2.2200,0.4331,0.0000,0.3415
2022-12-12,-4.2800,-1.0000,-2.2304,0.0000,0.6152
2022-12-13,-7.1700,1.6700,-2.5987,0.0000,0.7230
2022-12-14,-7.1700,-0.2800,-2.0702,0.0000,0.3019
2022-12-15,-0.6700,1.1100,-0.0309,0.5100,0.4888
2022-12-16,-1.8900,0.7800,-0.0496,12.4500,0.2557
2022-12-17,-3.5000,0.3900,-1.5509,0.0000,0.7214
2022-12-18,-8.0000,-2.5000,-4.4026,0.0000,0.5000
2022-12-19,-7.6100,-0.5000,-1.4740,0.0000,0.4401
2022-12-20,-0.7800,-0.2200,-0.4912,0.0000,0.2344
2022-12-21,-0.5000,0.7800,-0.0765,0.2500,0.2301
2022-12-22,-0.6100,3.2800,0.7514,0.7600,0.3801
2022-12-23,1.5600,5.3900,3.5763,5.3300,0.4887
2022-12-24,3.5600,12.7200,7.8517,0.2500,0.7332
2022-12-25,0.8900,12.5000,6.6126,0.0000,0.6464
2022-12-26,3.3900,9.7800,6.1720,0.2500,0.3006
2022-12-27,-0.6100,9.9400,5.8406,0.0000,0.7029
2022-12-28,-3.7200,7.5000,0.2838,0.0000,0.7379
2022-12-29,-4.1100,6.3900,0.2690,0.0000,0.6806
2022-12-30,-1.2200,4.3900,1.1858,0.2500,0.5429
2022-12-31,0.6100,10.0000,4.8186,0.0000,0.6342
