,MinT,MaxT,MeanT,TotR,TotS
2018-01-01,-1.0000,4.4000,1.2642,0.0000,0.3619
2018-01-02,-2.4000,7.9000,3.2091,0.3000,0.5368
2018-01-03,-1.6000,7.0000,2.4467,2.5000,0.1951
2018-01-04,2.2000,8.2000,5.5655,0.3000,0.4649
2018-01-05,2.4000,9.8000,5.4324,2.3000,0.4986
2018-01-06,-0.3000,5.0000,3.0104,0.0000,0.4485
2018-01-07,3.4000,9.1000,5.9466,0.0000,0.3448
2018-01-08,4.5000,5.8000,,0.0000,0.1747
2018-01-09,5.0000,8.3000,,0.0000,0.3159
2018-01-10,3.1000,3.9000,,15.5000,0.1252
2018-01-11,2.4000,4.1000,3.4745,0.3000,0.2450
2018-01-12,2.2000,4.5000,3.7501,0.0000,0.2890
2018-01-13,0.3000,2.1000,1.0055,1.8000,0.1594
2018-01-14,-0.9000,1.7000,0.2432,0.0000,0.4664
2018-01-15,-2.2000,-0.3000,-1.1952,0.0000,0.2381
2018-01-16,-2.4000,3.7000,-0.6426,0.3000,0.4728
2018-01-17,-0.9000,5.3000,2.5739,0.0000,0.6066
2018-01-18,-0.3000,6.6000,2.4080,1.5000,0.4050
2018-01-19,-1.4000,6.4000,2.5721,1.8000,0.4888
2018-01-20,-3.2000,2.1000,-0.5544,0.8000,0.6501
2018-01-21,-2.1000,1.8000,0.5632,1.3000,0.5767
2018-01-22,-5.8000,1.5000,-1.7592,0.0000,0.7816
2018-01-23,-0.5000,1.9000,0.5383,0.3000,0.3602
2018-01-24,0.1000,5.3000,2.3710,0.0000,0.5021
2018-01-25,0.1000,5.7000,2.4995,0.0000,0.9836
2018-01-26,0.1000,3.4000,1.6230,0.0000,0.3764
2018-01-27,0.5000,2.8000,2.0937,0.0000,0.2038
2018-01-28,0.4000,10.1000,5.1945,0.0000,0.7834
2018-01-29,4.7000,13.3000,8.2747,0.0000,1.0031
2018-01-30,-3.0000,9.4000,5.5691,0.5000,1.0218
2018-01-31,-5.0000,8.0000,0.6412,0.0000,0.7301
2018-02-01,-2.4000,5.4000,1.9291,5.1000,0.5271
2018-02-02,-0.9000,4.9000,2.3537,0.3000,0.5028
2018-02-03,-3.3000,3.1000,0.4648,0.0000,0.5759
2018-02-04,-3.0000,4.7000,0.9262,0.0000,0.9850
2018-02-05,-6.8000,3.3000,-1.7540,0.0000,0.9700
2018-02-06,-3.5000,0.5000,-1.3390,0.0000,0.5066
2018-02-07,-2.7000,1.0000,-0.1492,0.8000,0.4739
2018-02-08,-0.4000,1.3000,0.5868,5.6000,0.5711
2018-02-09,-4.8000,2.2000,-0.6902,0.0000,1.4002
2018-02-10,-6.1000,0.7000,-1.8112,0.0000,0.6767
2018-02-11,-1.8000,4.9000,0.6957,0.0000,1.2602
2018-02-12,-0.1000,5.2000,1.7811,0.0000,0.8355
2018-02-13,-0.7000,1.4000,0.4396,0.8000,0.7106
2018-02-14,-1.9000,2.4000,0.1353,0.3000,0.9711
2018-02-15,-2.1000,4.3000,0.2214,0.0000,1.1020
2018-02-16,-5.0000,2.9000,-0.2920,2.5000,0.8387
2018-02-17,-5.0000,1.2000,-0.5264,0.0000,0.6500
2018-02-18,-2.7000,4.1000,0.6493,2.3000,0.7763
2018-02-19,-6.2000,4.8000,-1.5533,0.0000,1.4894
2018-02-20,-2.9000,0.9000,-1.0781,0.5000,0.8483
2018-02-21,-1.8000,1.9000,-0.6071,0.0000,1.4519
2018-02-22,-1.4000,3.4000,0.0535,0.0000,1.3980
2018-02-23,-3.4000,0.9000,-1.5904,0.0000,1.0287
2018-02-24,-7.1000,-0.3000,-4.0640,0.0000,1.5174
2018-02-25,-10.7000,-5.5000,-8.4640,0.0000,1.6806
2018-02-26,-12.3000,-4.8000,-8.9780,0.0000,1.5254
2018-02-27,-11.2000,-6.7000,-9.5151,0.0000,1.4387
2018-02-28,-12.5000,-5.1000,-9.5522,0.0000,1.7318
2018-03-01,-16.1000,-3.0000,-8.3940,0.0000,1.7645
2018-03-02,-6.3000,-4.4000,-5.5256,0.0000,0.3231
