,MinT,MaxT,MeanT,TotR,TotS
2017-07-31,17.7000,35.6000,26.7370,0.0000,6.2962
2017-08-01,17.3000,37.1000,28.1439,5.8000,6.3389
2017-08-02,21.2000,35.4000,28.3166,0.0000,5.3619
2017-08-03,15.6000,39.2000,27.7077,0.0000,6.0663
2017-08-04,19.6000,35.7000,27.3331,0.0000,4.9330
2017-08-05,21.5000,33.1000,26.5641,0.0000,3.9323
2017-08-06,17.5000,24.1000,20.4193,4.6000,1.4122
2017-08-07,15.4000,28.8000,21.4849,0.0000,5.5948
2017-08-08,12.9000,26.9000,20.8717,0.0000,4.7627
2017-08-09,18.4000,34.3000,25.9584,0.0000,5.2611
2017-08-10,21.7000,37.3000,27.1500,0.3000,3.6970
2017-08-11,16.0000,28.9000,20.3738,0.8000,3.9294
2017-08-12,12.3000,23.6000,18.8779,0.0000,4.4574
2017-08-13,14.1000,27.4000,19.5328,0.0000,3.8649
2017-08-14,10.4000,29.6000,20.4426,0.0000,5.4037
2017-08-15,12.9000,32.3000,23.0253,0.0000,5.7282
2017-08-16,12.2000,31.4000,22.1137,0.0000,4.7071
2017-08-17,14.7000,32.6000,23.2899,0.0000,5.5687
2017-08-18,13.7000,35.5000,25.4083,0.0000,5.4236
2017-08-19,17.8000,25.0000,20.0311,2.8000,0.8864
2017-08-20,11.8000,24.4000,18.3158,5.1000,2.8829
2017-08-21,8.1000,23.5000,16.0811,0.0000,4.1399
2017-08-22,6.4000,23.1000,15.8433,0.0000,3.7831
2017-08-23,7.7000,24.5000,15.9947,0.0000,5.2240
2017-08-24,5.3000,29.8000,18.0725,0.0000,4.8916
2017-08-25,14.5000,33.3000,23.7533,0.0000,4.9688
2017-08-26,14.6000,35.2000,24.0034,0.0000,4.6510
2017-08-27,17.2000,33.4000,23.5786,19.6000,3.7732
2017-08-28,15.9000,27.7000,20.3380,0.0000,4.6509
2017-08-29,10.8000,28.4000,18.5114,0.0000,5.1317
2017-08-30,9.4000,30.3000,20.3242,0.0000,4.9259
2017-08-31,12.6000,33.6000,23.4357,0.0000,4.8965
2017-09-01,13.6000,26.2000,20.0338,4.3000,2.8024
2017-09-02,12.9000,19.6000,15.2509,0.0000,2.5024
2017-09-03,12.2000,16.6000,14.0998,4.1000,2.0297
2017-09-04,9.4000,21.3000,15.2305,0.3000,3.5948
2017-09-05,7.2000,24.3000,16.1528,0.0000,3.9373
2017-09-06,7.9000,24.3000,16.5705,0.0000,2.2555
2017-09-07,7.6000,21.1000,16.5001,0.0000,3.1010
2017-09-08,5.0000,25.3000,15.5510,0.0000,4.1367
2017-09-09,13.1000,27.4000,19.9716,0.0000,3.8093
2017-09-10,12.3000,23.4000,17.8468,0.0000,2.4615
2017-09-11,13.0000,18.9000,15.8485,9.1000,1.2125
2017-09-12,12.2000,17.7000,14.5492,1.0000,1.7406
2017-09-13,10.1000,22.9000,16.4478,0.0000,3.0833
2017-09-14,12.3000,29.6000,18.2003,0.3000,3.8716
2017-09-15,7.7000,22.7000,14.7088,0.0000,3.6745
2017-09-16,11.4000,15.9000,13.4869,7.6000,0.6845
2017-09-17,9.9000,13.5000,12.1108,23.1000,0.4569
2017-09-18,5.5000,18.6000,12.0814,0.0000,3.3502
2017-09-19,10.0000,13.4000,11.4432,9.4000,1.0626
2017-09-20,10.5000,13.2000,11.5937,17.5000,0.5255
2017-09-21,10.2000,14.8000,12.5346,0.3000,1.4484
2017-09-22,9.2000,16.2000,13.2008,0.5000,1.8804
2017-09-23,3.9000,14.8000,9.9564,2.5000,1.0617
2017-09-24,10.9000,15.8000,12.3786,0.3000,0.8995
2017-09-25,8.5000,19.9000,13.4064,0.3000,1.6841
2017-09-26,8.2000,19.9000,13.7699,0.3000,1.5062
2017-09-27,6.9000,22.9000,14.0537,0.0000,2.2704
2017-09-28,7.8000,22.0000,14.2294,0.0000,2.7691
2017-09-29,4.2000,20.4000,11.8942,0.0000,2.2754
2017-09-30,4.1000,19.4000,11.5293,0.0000,2.4861
2017-10-01,4.3000,20.9000,11.9484,0.0000,2.4576
2017-10-02,-0.2000,19.9000,10.7391,0.0000,2.3731
2017-10-03,9.0000,14.1000,11.4274,19.0000,0.6140
2017-10-04,6.1000,18.0000,11.9337,0.3000,2.3600
2017-10-05,10.9000,21.0000,15.2931,0.0000,1.5649
2017-10-06,8.5000,14.7000,11.4861,0.0000,1.8891
2017-10-07,7.1000,15.2000,,1.8000,1.3087
2017-10-08,6.6000,14.7000,10.3363,1.3000,0.8311
2017-10-09,3.3000,14.1000,9.4262,0.0000,1.8574
2017-10-10,6.0000,16.3000,11.0882,0.0000,1.1301
2017-10-11,10.1000,20.3000,14.2252,0.0000,1.2350
2017-10-12,4.1000,21.2000,13.2168,0.0000,1.7591
2017-10-13,10.0000,19.6000,14.1996,0.0000,1.7529
2017-10-14,6.7000,21.4000,12.4894,0.0000,1.8371
2017-10-15,4.2000,24.5000,12.4504,0.0000,1.7248
2017-10-16,6.0000,25.1000,12.4935,0.0000,1.6359
2017-10-17,6.7000,22.7000,10.8798,0.3000,1.4991
2017-10-18,4.8000,22.7000,12.6848,0.0000,1.6543
2017-10-19,5.5000,20.1000,11.8382,0.0000,1.6472
2017-10-20,5.2000,11.6000,8.6264,0.3000,0.6760
2017-10-21,8.9000,12.7000,10.5436,4.1000,0.4786
2017-10-22,8.4000,12.1000,10.2611,4.1000,0.4525
2017-10-23,8.2000,10.1000,9.4076,6.3000,0.3819
2017-10-24,6.1000,15.1000,10.5929,0.0000,1.1164
2017-10-25,4.3000,15.4000,8.9220,0.0000,1.1195
2017-10-26,4.3000,18.7000,10.6660,0.0000,1.2840
2017-10-27,8.2000,12.7000,10.3195,2.8000,0.5008
2017-10-28,7.6000,11.4000,9.4692,0.5000,0.6245
2017-10-29,5.4000,12.8000,,7.1000,1.0294
2017-10-30,3.5000,9.0000,5.7624,0.0000,1.2804
2017-10-31,3.2000,8.5000,5.8170,0.0000,0.6957
2017-11-01,-1.6000,10.7000,5.6609,0.0000,1.1379
2017-11-02,1.8000,15.1000,9.1776,0.0000,1.2341
2017-11-03,-0.2000,12.8000,8.1903,0.0000,0.9961
2017-11-04,-2.0000,14.8000,7.3751,0.0000,1.0529
2017-11-05,8.0000,12.8000,9.5493,0.0000,0.7632
2017-11-06,7.0000,11.3000,8.7686,0.0000,0.8813
2017-11-07,3.7000,15.7000,8.6828,0.0000,0.9609
2017-11-08,6.4000,10.5000,8.5463,0.5000,0.1685
2017-11-09,6.6000,10.0000,7.8362,0.0000,0.6329
2017-11-10,6.5000,9.0000,7.8560,0.3000,0.2226
2017-11-11,3.8000,9.7000,6.8806,2.0000,0.8598
2017-11-12,4.3000,7.3000,6.1115,3.0000,0.4971
2017-11-13,1.9000,7.0000,4.7064,0.0000,0.4174
2017-11-14,-3.0000,7.0000,2.7958,0.0000,0.9410
2017-11-15,-4.8000,7.3000,0.2949,0.0000,0.8628
2017-11-16,-4.6000,4.0000,0.1460,0.3000,0.5234
2017-11-17,2.8000,5.8000,4.2332,0.8000,0.4023
2017-11-18,3.5000,6.9000,5.0012,0.3000,0.6941
2017-11-19,2.6000,6.0000,4.2687,0.8000,0.4977
2017-11-20,2.1000,7.1000,4.3344,1.0000,0.4814
2017-11-21,2.1000,7.4000,4.5793,9.1000,0.2785
2017-11-22,-0.2000,14.7000,6.5361,1.8000,0.6264
2017-11-23,-1.6000,5.7000,2.4521,0.3000,0.5489
2017-11-24,4.3000,7.3000,5.2758,0.0000,0.4330
2017-11-25,4.4000,10.5000,6.5288,0.3000,0.3912
2017-11-26,0.5000,6.2000,3.9064,0.0000,0.5518
2017-11-27,-2.6000,6.8000,1.1745,0.0000,0.6317
2017-11-28,-0.7000,5.6000,2.2589,0.0000,0.6589
2017-11-29,-0.3000,3.0000,1.1719,2.0000,0.3418
2017-11-30,-1.1000,1.7000,0.5425,13.7000,0.3547
2017-12-01,-7.6000,1.8000,-3.1679,0.3000,0.5843
2017-12-02,-6.1000,-0.9000,-3.9587,0.0000,0.6178
2017-12-03,-7.8000,1.1000,-1.1495,0.0000,0.3892
2017-12-04,-1.7000,2.6000,0.9854,0.0000,0.5028
2017-12-05,-2.6000,4.9000,2.2836,0.0000,0.4006
2017-12-06,3.1000,5.5000,4.4184,0.0000,0.1743
2017-12-07,-3.3000,4.7000,1.5410,0.0000,0.5670
2017-12-08,-5.7000,2.1000,-1.0477,4.3000,0.3257
2017-12-09,-0.5000,2.8000,1.3614,0.0000,0.5582
2017-12-10,-4.4000,3.6000,0.4050,0.0000,0.5762
2017-12-11,3.5000,13.3000,8.6153,0.0000,0.4486
2017-12-12,3.3000,13.6000,7.7007,1.8000,0.2676
2017-12-13,0.9000,6.0000,2.7487,0.0000,0.6097
2017-12-14,1.2000,7.0000,3.2656,0.0000,0.2659
2017-12-15,0.3000,6.2000,3.4875,0.0000,0.3339
2017-12-16,-1.8000,3.9000,1.3660,0.0000,0.3381
2017-12-17,-2.4000,4.5000,0.4222,0.0000,0.4630
2017-12-18,-4.5000,1.1000,-1.6086,0.0000,0.4568
2017-12-19,-6.6000,-0.2000,-2.9985,0.0000,0.5504
2017-12-20,-2.0000,1.1000,-0.6630,0.0000,0.2538
2017-12-21,-1.2000,4.2000,1.0963,6.9000,0.1937
2017-12-22,1.7000,7.1000,4.6866,0.0000,0.4533
2017-12-23,3.5000,8.2000,6.0544,0.3000,0.3551
2017-12-24,2.4000,9.7000,6.3515,0.0000,0.5466
2017-12-25,-3.1000,8.7000,2.7626,0.0000,0.6026
2017-12-26,-4.1000,1.7000,-0.7886,0.3000,0.2590
2017-12-27,0.1000,10.8000,5.6197,0.3000,0.5840
2017-12-28,0.6000,9.1000,4.8703,14.2000,0.3483
2017-12-29,-3.9000,3.3000,0.7743,4.6000,0.5888
2017-12-30,-5.1000,2.2000,-0.3087,0.8000,0.4448
2017-12-31,0.9000,12.1000,4.7638,9.1000,0.2961
