,date,Date,Time,temp,dewpoint,humidity,wind_direction,wind,wind_gust,pressure,hour_rain,total_rain,UV,solar,station
0,2024-03-31 22:04:00+00:00,2024/04/01,12:04 AM,16.11,15.89,99.0,SSE,5.31,7.72,1004.06,0.0,0.0,0.0,0.0,IDRSING3
1,2024-03-31 22:09:00+00:00,2024/04/01,12:09 AM,16.11,15.89,99.0,SSE,5.31,7.88,1004.06,0.0,0.0,0.0,0.0,IDRSING3
2,2024-03-31 22:14:00+00:00,2024/04/01,12:14 AM,15.89,15.72,99.0,SSE,4.18,5.79,1004.06,0.0,0.0,0.0,0.0,IDRSING3
3,2024-03-31 22:19:00+00:00,2024/04/01,12:19 AM,15.83,15.67,99.0,SSE,4.67,6.44,1004.4,0.0,0.0,0.0,0.0,IDRSING3
4,2024-03-31 22:24:00+00:00,2024/04/01,12:24 AM,15.78,15.61,99.0,SSE,2.9,4.02,1004.4,0.0,0.0,0.0,0.0,IDRSING3
5,2024-03-31 22:29:00+00:00,2024/04/01,12:29 AM,15.56,15.33,99.0,SSE,3.22,4.51,1004.4,0.0,0.0,0.0,0.0,IDRSING3
6,2024-03-31 22:34:00+00:00,2024/04/01,12:34 AM,15.61,15.39,99.0,SSE,4.83,6.6,1004.06,0.0,0.0,0.0,0.0,IDRSING3
7,2024-03-31 22:39:00+00:00,2024/04/01,12:39 AM,15.78,15.56,99.0,SE,5.31,7.08,1004.06,0.0,0.0,0.0,0.0,IDRSING3
8,2024-03-31 22:44:00+00:00,2024/04/01,12:44 AM,15.78,15.56,99.0,SSE,5.95,7.72,1003.73,0.0,0.0,0.0,0.0,IDRSING3
9,2024-03-31 22:49:00+00:00,2024/04/01,12:49 AM,15.72,15.5,99.0,SSE,5.63,7.4,1004.06,0.0,0.0,0.0,0.0,IDRSING3
10,2024-03-31 22:54:00+00:00,2024/04/01,12:54 AM,15.67,15.44,99.0,SE,4.51,6.11,1004.06,0.0,0.0,0.0,0.0,IDRSING3
11,2024-03-31 22:59:00+00:00,2024/04/01,12:59 AM,15.5,15.28,99.0,SE,4.67,6.28,1004.06,0.0,0.0,0.0,0.0,IDRSING3
12,2024-03-31 23:04:00+00:00,2024/04/01,01:04 AM,15.33,15.17,99.0,SE,4.02,5.79,1003.73,0.0,0.0,0.0,0.0,IDRSING3
13,2024-03-31 23:09:00+00:00,2024/04/01,01:09 AM,15.28,15.11,99.0,SE,5.47,7.72,1003.73,0.0,0.0,0.0,0.0,IDRSING3
14,2024-03-31 23:14:00+00:00,2024/04/01,01:14 AM,15.22,15.0,99.0,SE,5.63,8.04,1003.73,0.0,0.0,0.0,0.0,IDRSING3
15,2024-03-31 23:19:00+00:00,2024/04/01,01:19 AM,15.22,15.0,99.0,SSE,4.99,6.44,1003.73,0.0,0.0,0.0,0.0,IDRSING3
16,2024-03-31 23:24:00+00:00,2024/04/01,01:24 AM,15.11,14.89,99.0,SE,4.02,5.31,1003.73,0.0,0.0,0.0,0.0,IDRSING3
17,2024-03-31 23:29:00+00:00,2024/04/01,01:29 AM,15.0,14.78,99.0,SSE,4.02,5.63,1003.73,0.0,0.0,0.0,0.0,IDRSING3
