,temp,hour_rain,total_rain,date,humidity,wind_direction,wind,wind_gust,pressure,solar,dewpoint,station
0,-0.8,0.0,0.0,2018-01-31 23:04:00,40.0,264.0,3.5,3.5,1024.9,0.0,-12.7,IDRSING3
1,-0.8,0.0,0.0,2018-01-31 23:09:00,40.0,264.0,1.8,1.8,1024.9,0.0,-12.7,IDRSING3
2,-0.8,0.0,0.0,2018-01-31 23:15:00,40.0,179.0,1.8,1.8,1024.6,0.0,-12.7,IDRSING3
3,-1.1,0.0,0.0,2018-01-31 23:20:00,40.0,179.0,0.0,0.0,1024.6,0.0,-13.0,IDRSING3
4,-1.1,0.0,0.0,2018-01-31 23:25:00,40.0,179.0,1.8,1.8,1024.3,0.0,-13.0,IDRSING3
5,-0.9,0.0,0.0,2018-01-31 23:30:00,40.0,117.0,4.0,5.5,1024.3,0.0,-12.8,IDRSING3
6,-0.7,0.0,0.0,2018-01-31 23:35:00,40.0,129.0,0.6,1.8,1023.9,0.0,-12.6,IDRSING3
7,-0.6,0.0,0.0,2018-01-31 23:40:00,40.0,140.0,1.1,1.8,1023.9,0.0,-12.6,IDRSING3
8,-0.1,0.0,0.0,2018-01-31 23:45:00,40.0,132.0,1.8,1.8,1023.6,0.0,-12.1,IDRSING3
9,0.3,0.0,0.0,2018-01-31 23:50:00,40.0,132.0,1.1,1.8,1023.6,0.0,-11.7,IDRSING3
10,0.5,0.0,0.0,2018-01-31 23:55:00,40.0,132.0,0.6,1.8,1023.6,0.0,-11.6,IDRSING3
11,0.5,0.0,0.0,2018-02-01 00:00:00,40.0,132.0,0.3,1.8,1023.9,0.0,-11.6,IDRSING3
12,0.6,0.0,0.0,2018-02-01 00:05:00,40.0,132.0,0.0,0.0,1023.6,0.0,-11.5,IDRSING3
13,0.7,0.0,0.0,2018-02-01 00:11:00,40.0,132.0,0.3,1.8,1023.6,0.0,-11.4,IDRSING3
14,0.7,0.0,0.0,2018-02-01 00:16:00,40.0,132.0,1.4,1.8,1023.2,0.0,-11.4,IDRSING3
15,0.6,0.0,0.0,2018-02-01 00:21:00,40.0,132.0,0.3,1.8,1023.2,0.0,-11.5,IDRSING3
16,1.0,0.0,0.0,2018-02-01 00:26:00,40.0,132.0,2.6,3.5,1023.2,0.0,-11.1,IDRSING3
17,1.3,0.0,0.0,2018-02-01 00:31:00,40.0,137.0,2.1,3.5,1023.2,0.0,-10.8,IDRSING3
18,1.6,0.0,0.0,2018-02-01 00:36:00,40.0,134.0,5.8,7.2,1023.2,0.0,-10.6,IDRSING3
19,1.9,0.0,0.0,2018-02-01 00:41:00,40.0,112.0,2.1,3.5,1023.2,0.0,-10.3,IDRSING3
20,1.9,0.0,0.0,2018-02-01 00:46:00,40.0,117.0,1.4,1.8,1022.9,0.0,-10.3,IDRSING3
21,1.9,0.0,0.0,2018-02-01 00:51:00,40.0,168.0,2.6,3.5,1022.9,0.0,-10.3,IDRSING3
22,2.2,0.0,0.0,2018-02-01 00:56:00,41.0,166.0,4.3,5.5,1022.9,0.0,-9.7,IDRSING3
23,2.3,0.0,0.0,2018-02-01 01:01:00,40.0,170.0,2.9,5.5,1022.9,0.0,-9.9,IDRSING3
24,2.0,0.0,0.0,2018-02-01 01:06:00,40.0,181.0,3.5,3.5,1022.6,0.0,-10.2,IDRSING3
25,1.5,0.0,0.0,2018-02-01 01:11:00,40.0,172.0,4.0,5.5,1022.9,0.0,-10.7,IDRSING3
26,1.7,0.0,0.0,2018-02-01 01:16:00,40.0,151.0,0.6,1.8,1022.9,0.0,-10.5,IDRSING3
27,1.4,0.0,0.0,2018-02-01 01:21:00,40.0,151.0,0.0,0.0,1022.9,0.0,-10.7,IDRSING3
28,1.0,0.0,0.0,2018-02-01 01:27:00,40.0,151.0,0.0,0.0,1022.9,0.0,-11.1,IDRSING3
29,0.8,0.0,0.0,2018-02-01 01:32:00,40.0,151.0,0.0,0.0,1022.6,0.0,-11.3,IDRSING3
30,1.0,0.0,0.0,2018-02-01 01:37:00,40.0,151.0,0.0,0.0,1022.6,0.0,-11.1,IDRSING3
31,1.0,0.0,0.0,2018-02-01 01:42:00,40.0,151.0,0.0,0.0,1022.6,0.0,-11.1,IDRSING3
32,0.4,0.0,0.0,2018-02-01 01:47:00,40.0,151.0,0.0,0.0,1022.6,0.0,-11.6,IDRSING3
33,0.1,0.0,0.0,2018-02-01 01:52:00,40.0,151.0,0.0,0.0,1022.6,0.0,-11.9,IDRSING3
34,0.1,0.0,0.0,2018-02-01 01:57:00,40.0,151.0,0.0,0.0,1022.6,0.0,-11.9,IDRSING3
