,temp,hour_rain,total_rain,date,humidity,wind_direction,wind,wind_gust,pressure,solar,dewpoint,station
0,22.7,0.0,0.0,2017-08-31 22:00:00,99.0,254.0,1.4,1.8,1017.2,0.0,22.5,IDRSING3
1,22.5,0.0,0.0,2017-08-31 22:06:00,99.0,253.0,3.5,3.5,1017.2,0.0,22.3,IDRSING3
2,22.5,0.0,0.0,2017-08-31 22:11:00,99.0,189.0,1.4,1.8,1017.5,0.0,22.3,IDRSING3
3,22.3,0.0,0.0,2017-08-31 22:16:00,99.0,182.0,0.0,0.0,1017.5,0.0,22.1,IDRSING3
4,22.1,0.0,0.0,2017-08-31 22:22:00,99.0,178.0,0.0,0.0,1017.5,0.0,21.9,IDRSING3
5,22.0,0.0,0.0,2017-08-31 22:27:00,99.0,205.0,0.0,0.0,1017.5,0.0,21.8,IDRSING3
6,21.8,0.0,0.0,2017-08-31 22:32:00,99.0,205.0,0.6,1.8,1017.5,0.0,21.6,IDRSING3
7,21.7,0.0,0.0,2017-08-31 22:37:00,99.0,206.0,0.0,0.0,1017.5,0.0,21.5,IDRSING3
8,21.5,0.0,0.0,2017-08-31 22:42:00,99.0,209.0,4.7,5.5,1017.5,0.0,21.3,IDRSING3
9,21.6,0.0,0.0,2017-08-31 22:47:00,99.0,218.0,3.2,3.5,1017.5,0.0,21.4,IDRSING3
10,22.2,0.0,0.0,2017-08-31 22:53:00,99.0,250.0,6.1,7.2,1017.5,0.0,22.0,IDRSING3
11,22.4,0.0,0.0,2017-08-31 22:58:00,99.0,268.0,7.9,11.1,1017.2,0.0,22.2,IDRSING3
12,22.2,0.0,0.0,2017-08-31 23:03:00,99.0,262.0,7.6,9.3,1017.5,0.0,22.0,IDRSING3
13,22.0,0.0,0.0,2017-08-31 23:08:00,99.0,283.0,9.0,11.1,1017.2,0.0,21.8,IDRSING3
14,22.0,0.0,0.0,2017-08-31 23:13:00,99.0,278.0,9.3,11.1,1017.2,0.0,21.8,IDRSING3
15,22.0,0.0,0.0,2017-08-31 23:18:00,99.0,276.0,5.0,7.2,1017.2,0.0,21.8,IDRSING3
16,21.9,0.0,0.0,2017-08-31 23:23:00,99.0,258.0,7.6,9.3,1017.2,0.0,21.7,IDRSING3
17,21.9,0.0,0.0,2017-08-31 23:29:00,99.0,288.0,6.1,9.3,1017.5,0.0,21.7,IDRSING3
18,21.9,0.0,0.0,2017-08-31 23:34:00,99.0,301.0,7.9,9.3,1017.2,0.0,21.7,IDRSING3
19,21.9,0.0,0.0,2017-08-31 23:39:00,99.0,307.0,5.5,9.3,1017.2,0.0,21.7,IDRSING3
20,21.7,0.0,0.0,2017-08-31 23:44:00,99.0,298.0,9.0,9.3,1017.2,0.0,21.5,IDRSING3
21,21.7,0.0,0.0,2017-08-31 23:49:00,99.0,260.0,6.9,7.2,1017.5,0.0,21.5,IDRSING3
22,21.6,0.0,0.0,2017-08-31 23:59:00,99.0,293.0,10.1,11.1,1017.2,0.0,21.4,IDRSING3
23,21.6,0.0,0.0,2017-09-01 00:04:00,99.0,267.0,7.6,9.3,1017.5,0.0,21.4,IDRSING3
24,21.5,0.0,0.0,2017-09-01 00:09:00,99.0,287.0,8.7,11.1,1017.5,0.0,21.3,IDRSING3
25,21.4,0.0,0.0,2017-09-01 00:14:00,99.0,294.0,5.0,5.5,1017.5,0.0,21.2,IDRSING3
26,21.2,0.0,0.0,2017-09-01 00:19:00,99.0,292.0,9.0,11.1,1017.5,0.0,21.0,IDRSING3
27,21.2,0.0,0.0,2017-09-01 00:25:00,99.0,265.0,6.4,9.3,1017.5,0.0,21.0,IDRSING3
