,temp,hour_rain,total_rain,date,humidity,wind_direction,wind,wind_gust,pressure,solar,dewpoint,station
0,8.3,0.0,0.0,2017-04-30 22:00:00,72.0,141.0,4.0,5.5,1010.0,0.0,3.5,IDRSING3
1,8.2,0.0,0.0,2017-04-30 22:05:00,72.0,139.0,4.0,5.5,1010.0,0.0,3.4,IDRSING3
2,8.1,0.0,0.0,2017-04-30 22:10:00,72.0,139.0,1.8,3.5,1010.0,0.0,3.3,IDRSING3
3,7.9,0.0,0.0,2017-04-30 22:15:00,73.0,142.0,1.4,1.8,1010.0,0.0,3.4,IDRSING3
4,7.8,0.0,0.0,2017-04-30 22:20:00,73.0,137.0,2.9,3.5,1010.0,0.0,3.3,IDRSING3
5,7.8,0.0,0.0,2017-04-30 22:26:00,73.0,125.0,0.3,1.8,1010.0,0.0,3.3,IDRSING3
6,8.0,0.0,0.0,2017-04-30 22:31:00,72.0,138.0,3.2,3.5,1010.0,0.0,3.2,IDRSING3
7,8.1,0.0,0.0,2017-04-30 22:36:00,72.0,142.0,3.5,5.5,1010.0,0.0,3.3,IDRSING3
8,8.2,0.0,0.0,2017-04-30 22:42:00,71.0,126.0,3.5,5.5,1010.0,0.0,3.2,IDRSING3
9,8.2,0.0,0.0,2017-04-30 22:47:00,71.0,140.0,3.2,3.5,1010.0,0.0,3.2,IDRSING3
10,8.5,0.0,0.0,2017-04-30 22:52:00,71.0,124.0,6.1,7.2,1010.0,0.0,3.5,IDRSING3
11,8.5,0.0,0.0,2017-04-30 22:57:00,71.0,137.0,2.9,3.5,1009.7,0.0,3.5,IDRSING3
12,8.3,0.0,0.0,2017-04-30 23:02:00,71.0,146.0,6.4,9.3,1010.0,0.0,3.3,IDRSING3
13,8.4,0.0,0.0,2017-04-30 23:07:00,71.0,143.0,4.3,7.2,1009.7,0.0,3.4,IDRSING3
14,8.5,0.0,0.0,2017-04-30 23:12:00,71.0,131.0,3.2,5.5,1010.0,0.0,3.5,IDRSING3
15,8.6,0.0,0.0,2017-04-30 23:18:00,70.0,153.0,4.7,9.3,1010.0,0.0,3.4,IDRSING3
16,8.7,0.0,0.0,2017-04-30 23:23:00,71.0,130.0,3.5,5.5,1009.7,0.0,3.7,IDRSING3
17,8.7,0.0,0.0,2017-04-30 23:28:00,69.0,130.0,6.1,9.3,1009.7,0.0,3.3,IDRSING3
18,8.8,0.0,0.0,2017-04-30 23:33:00,70.0,124.0,5.8,7.2,1010.0,0.0,3.6,IDRSING3
