,date,Date,Time,temp,dewpoint,humidity,wind_direction,wind,wind_gust,pressure,hour_rain,total_rain,UV,solar,station
0,2022-06-30 22:04:00+00:00,2022/07/01,12:04 AM,20.56,1.56,28.0,SSE,0.0,0.0,1012.19,0.0,0.0,0.0,0.0,IDRSING3
1,2022-06-30 22:09:00+00:00,2022/07/01,12:09 AM,20.5,1.28,28.0,SSE,0.0,0.0,1012.19,0.0,0.0,0.0,0.0,IDRSING3
2,2022-06-30 22:14:00+00:00,2022/07/01,12:14 AM,20.56,1.67,29.0,SSE,0.0,0.0,1012.19,0.0,0.0,0.0,0.0,IDRSING3
3,2022-06-30 22:19:00+00:00,2022/07/01,12:19 AM,20.78,3.22,31.0,SSE,0.0,0.0,1012.19,0.0,0.0,0.0,0.0,IDRSING3
4,2022-06-30 22:24:00+00:00,2022/07/01,12:24 AM,20.94,4.56,34.0,SSE,0.0,0.0,1012.19,0.0,0.0,0.0,0.0,IDRSING3
5,2022-06-30 22:29:00+00:00,2022/07/01,12:29 AM,21.11,5.67,36.0,SSE,0.0,0.0,1012.53,0.0,0.0,0.0,0.0,IDRSING3
6,2022-06-30 22:34:00+00:00,2022/07/01,12:34 AM,21.22,6.06,37.0,SSE,0.0,0.0,1012.19,0.0,0.0,0.0,0.0,IDRSING3
7,2022-06-30 22:39:00+00:00,2022/07/01,12:39 AM,21.28,5.89,37.0,SSE,0.0,0.0,1012.53,0.0,0.0,0.0,0.0,IDRSING3
8,2022-06-30 22:44:00+00:00,2022/07/01,12:44 AM,21.28,5.39,35.0,SSE,0.0,0.0,1012.53,0.0,0.0,0.0,0.0,IDRSING3
9,2022-06-30 22:49:00+00:00,2022/07/01,12:49 AM,21.33,6.89,39.0,SSE,0.0,0.0,1012.53,0.0,0.0,0.0,0.0,IDRSING3
10,2022-06-30 22:54:00+00:00,2022/07/01,12:54 AM,21.39,7.89,42.0,SSE,0.0,0.0,1012.53,0.0,0.0,0.0,0.0,IDRSING3
11,2022-06-30 22:59:00+00:00,2022/07/01,12:59 AM,21.39,7.5,41.0,SE,0.97,1.45,1012.19,0.0,0.0,0.0,0.0,IDRSING3
12,2022-06-30 23:04:00+00:00,2022/07/01,01:04 AM,21.28,4.83,34.0,SE,0.97,1.45,1012.19,0.0,0.0,0.0,0.0,IDRSING3
13,2022-06-30 23:09:00+00:00,2022/07/01,01:09 AM,21.11,3.61,32.0,SSE,0.0,0.0,1012.19,0.0,0.0,0.0,0.0,IDRSING3
14,2022-06-30 23:14:00+00:00,2022/07/01,01:14 AM,20.83,2.17,29.0,SSE,0.0,0.16,1012.19,0.0,0.0,0.0,0.0,IDRSING3
15,2022-06-30 23:19:00+00:00,2022/07/01,01:19 AM,20.56,1.06,27.0,South,0.16,0.32,1012.53,0.0,0.0,0.0,0.0,IDRSING3
16,2022-06-30 23:24:00+00:00,2022/07/01,01:24 AM,20.44,0.33,26.0,South,0.48,0.8,1012.53,0.0,0.0,0.0,0.0,IDRSING3
17,2022-06-30 23:29:00+00:00,2022/07/01,01:29 AM,20.28,-0.06,26.0,South,0.32,0.48,1012.53,0.0,0.0,0.0,0.0,IDRSING3
18,2022-06-30 23:34:00+00:00,2022/07/01,01:34 AM,20.22,0.22,26.0,SSE,0.32,0.48,1012.53,0.0,0.0,0.0,0.0,IDRSING3
19,2022-06-30 23:39:00+00:00,2022/07/01,01:39 AM,20.28,0.56,27.0,SSE,0.0,0.0,1012.53,0.0,0.0,0.0,0.0,IDRSING3
